Wilderness_Area,Id,Elevation,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Hillshade_3pm,Cover_Type,Soil_Type,Hillshade_Noon,Vertical_Distance_To_Hydrology,Slope,Horizontal_Distance_To_Hydrology,Hillshade_9am,Aspect
3,4320,2885,1678,1583,165,5,23,244,0,5,0,216,209
3,4321,2891,1704,1559,182,5,23,247,0,8,0,203,246
3,4322,2896,1731,1507,154,5,32,242,5,5,60,223,171
3,4323,2893,1786,1406,150,5,32,236,2,2,180,222,104
3,4324,2892,1816,1357,151,5,32,241,1,5,240,225,163
3,4325,2889,1848,1308,141,5,32,241,-1,10,300,231,155
4,4326,2293,162,391,106,3,11,219,12,13,67,241,93
4,4327,2283,212,391,127,3,11,233,4,10,30,236,125
4,4328,2276,255,400,143,4,10,226,0,6,0,220,36
4,4329,2285,417,492,140,3,10,199,25,19,108,192,5
4,4330,2262,553,618,99,3,10,188,11,21,60,215,38
4,4331,2247,594,626,121,3,10,218,0,11,30,230,63
4,4332,2241,638,569,151,4,10,241,0,5,0,224,162
4,4333,2211,778,376,133,4,14,235,0,8,0,234,128
4,4334,2209,793,350,155,4,14,242,0,5,0,222,177
4,4335,2213,808,324,176,4,14,234,0,8,0,198,313
4,4336,2222,1266,424,188,4,17,252,0,14,0,199,229
4,4337,2208,1261,616,127,4,17,232,0,9,0,236,118
4,4338,2204,1263,638,149,4,17,248,0,17,0,225,178
4,4339,2193,1338,939,91,4,17,179,0,24,0,211,38
4,4340,2297,1260,1300,171,3,10,168,142,35,190,123,337
4,4341,2139,816,1538,159,4,17,230,0,6,0,210,351
4,4342,2370,916,1465,128,4,6,214,176,12,446,219,37
4,4343,2366,932,1451,114,4,6,215,172,12,424,232,66
4,4344,2359,949,1425,114,4,6,221,165,11,404,236,85
4,4345,2355,966,1399,116,4,6,225,162,11,384,238,100
4,4346,2349,984,1374,106,4,6,223,156,14,361,243,108
4,4347,2340,1003,1348,86,4,6,215,147,19,339,249,109
4,4348,2327,1022,1323,65,4,6,204,140,24,319,252,107
4,4349,2258,1110,1200,121,4,3,238,77,19,212,238,156
4,4350,2261,1129,1176,178,4,3,254,81,22,192,201,205
4,4351,2257,1189,1106,80,4,3,219,76,29,127,247,142
4,4352,2214,1273,1018,66,4,3,211,26,30,42,250,135
4,4353,2200,1294,997,49,4,3,201,17,32,30,253,127
4,4354,2168,1338,957,87,4,3,217,0,19,0,249,113
4,4355,2273,1366,720,196,3,10,205,36,26,85,144,320
4,4356,2327,1338,446,172,3,10,188,37,28,192,148,338
4,4357,2336,1328,418,179,3,10,209,46,21,175,167,332
4,4358,2344,1277,234,137,3,6,224,35,7,134,222,42
4,4359,2341,1269,192,151,3,6,236,14,2,108,222,98
4,4360,2326,1260,153,149,4,6,233,0,3,0,221,52
4,4361,2325,1260,162,133,4,6,213,0,12,0,215,28
4,4362,2353,1283,390,162,6,6,218,51,13,175,195,347
4,4363,2355,1295,361,157,6,6,229,60,6,212,210,356
4,4364,2089,942,741,147,4,3,230,0,4,0,220,36
4,4365,2094,916,769,166,4,14,220,0,13,0,192,341
4,4366,2157,745,960,164,6,10,180,83,30,134,146,343
4,4367,2204,618,860,194,6,10,216,137,21,295,161,318
4,4368,2147,513,779,51,6,1,168,52,29,124,230,62
4,4369,2158,524,771,157,6,10,181,112,28,192,154,347
4,4370,2156,537,779,113,6,10,161,117,31,212,171,11
4,4371,2153,540,808,135,6,10,167,121,31,283,158,358
4,4372,2106,240,825,75,3,1,217,32,30,67,247,142
1,4373,3210,3583,3360,138,7,23,203,19,17,90,199,10
1,4374,2894,780,2701,155,1,22,222,0,10,30,205,357
1,4375,2978,277,2003,149,1,30,152,105,38,218,123,347
1,4376,2990,509,1356,165,2,30,199,169,23,488,169,344
3,4377,2829,1396,983,127,5,23,207,4,15,95,213,28
3,4378,2894,1758,1523,152,5,32,233,3,2,60,218,29
3,4379,2879,1905,1279,125,5,13,237,104,13,319,239,144
3,4380,2801,2047,1104,91,5,13,221,35,20,108,249,125
4,4381,2281,228,421,128,4,11,227,0,8,0,231,83
4,4382,2290,484,553,137,3,10,199,39,19,127,195,8
4,4383,2225,785,390,91,3,10,197,8,19,30,231,59
4,4384,2213,819,335,170,4,14,221,0,13,0,190,337
4,4385,2221,834,309,194,3,14,216,12,21,30,161,318
4,4386,2274,1290,485,232,6,2,242,41,29,67,140,259
4,4387,2203,1296,680,150,4,17,240,0,4,0,224,155
4,4388,2204,1299,703,176,4,17,250,0,11,0,209,216
4,4389,2210,1302,726,216,4,17,250,6,23,30,167,245
4,4390,2195,1376,979,162,4,17,207,2,19,30,181,346
4,4391,2290,1358,1142,120,3,10,139,108,39,182,134,359
4,4392,2324,1101,1398,130,3,10,170,180,30,242,165,2
4,4393,2311,1019,1449,77,3,10,152,167,32,283,191,30
4,4394,2142,797,1577,144,4,1,226,0,6,0,219,32
4,4395,2377,890,1492,113,4,6,211,180,13,424,228,55
4,4396,2368,907,1466,100,4,6,209,174,15,404,237,73
4,4397,2359,924,1441,103,4,6,214,165,14,382,239,82
4,4398,2336,979,1365,81,4,6,216,143,22,319,251,121
4,4399,2293,1032,1290,50,4,3,197,106,28,255,254,111
4,4400,2278,1050,1266,50,4,3,196,94,28,234,254,108
4,4401,2262,1068,1242,52,4,3,197,78,28,212,254,110
4,4402,2248,1087,1218,101,4,3,228,67,20,192,246,138
4,4403,2256,1126,1172,159,4,3,249,76,25,150,210,191
4,4404,2243,1167,1126,75,4,3,216,62,30,108,247,141
4,4405,2232,1188,1104,67,4,3,212,51,32,85,247,141
4,4406,2211,1230,1061,75,4,3,217,28,32,42,244,146
4,4407,2200,1252,1040,70,4,3,214,12,32,30,246,143
4,4408,2165,1318,979,141,4,4,230,-17,5,30,225,66
4,4409,2170,1341,960,179,3,4,220,2,16,30,180,328
4,4410,2345,1396,598,98,3,10,176,101,25,247,203,30
4,4411,2358,1332,350,163,3,6,227,49,9,162,202,343
4,4412,2327,1290,182,174,4,6,233,0,8,0,198,317
4,4413,2357,1302,350,156,6,10,212,45,15,170,193,354
4,4414,2360,1312,384,154,6,6,217,55,12,201,200,357
4,4415,2358,1318,361,146,6,6,219,56,10,216,210,12
4,4416,2104,1008,674,100,4,3,218,0,15,0,243,98
4,4417,2097,983,702,129,4,3,219,0,10,0,224,47
4,4418,2102,932,759,180,6,14,215,13,18,30,174,330
4,4419,2089,511,782,137,4,10,199,0,19,0,195,8
4,4420,2154,532,789,196,6,10,179,99,36,162,110,323
4,4421,2096,242,836,90,3,1,223,15,23,42,249,134
1,4422,3032,2512,3952,130,1,23,230,3,7,42,233,99
3,4423,2833,1449,1048,147,5,31,204,7,18,85,193,2
3,4424,2830,1492,1136,146,5,23,221,2,9,30,211,13
3,4425,2841,1556,1253,180,5,23,227,3,13,67,186,321
3,4426,2869,1670,1460,181,5,23,237,-11,9,90,196,299
3,4427,2895,1839,1440,148,5,32,237,4,3,182,224,121
3,4428,2877,1914,1321,123,5,32,234,102,12,324,239,135
4,4429,2220,828,351,140,4,14,215,0,12,0,211,18
4,4430,2354,1357,466,206,3,10,213,164,25,342,143,310
4,4431,2219,1323,488,183,4,17,241,0,8,0,198,280
4,4432,2216,1395,967,77,4,17,184,0,23,0,229,57
4,4433,2149,780,1616,162,4,16,222,0,11,0,198,347
4,4434,2386,849,1519,117,4,6,211,189,13,426,225,49
4,4435,2370,882,1482,91,4,6,212,173,17,382,244,92
4,4436,2362,900,1456,93,4,6,215,168,17,361,246,100
4,4437,2353,918,1431,79,4,6,210,159,21,339,250,106
4,4438,2338,937,1406,71,4,3,209,144,23,319,252,114
4,4439,2315,973,1357,65,4,3,209,122,27,277,253,123
4,4440,2302,990,1332,61,4,3,204,109,26,255,254,116
4,4441,2288,1008,1308,62,4,3,202,101,25,234,253,108
4,4442,2275,1026,1284,58,4,3,196,88,25,212,251,99
4,4443,2243,1064,1237,71,4,3,208,59,23,170,252,111
4,4444,2236,1084,1214,135,4,3,244,55,19,150,231,168
4,4445,2241,1124,1168,112,4,3,234,61,28,108,234,162
4,4446,2218,1167,1124,65,4,3,211,37,32,67,248,138
4,4447,2183,1231,1062,85,4,3,222,0,28,0,245,145
4,4448,2168,1276,1022,140,4,4,234,-19,5,30,228,110
4,4449,2171,1298,1003,179,4,4,226,-2,13,42,187,324
4,4450,2208,1383,872,174,3,10,189,55,28,134,147,336
4,4451,2247,1423,816,119,3,10,171,11,28,67,178,11
4,4452,2353,1376,417,166,3,10,220,44,13,216,192,341
4,4453,2327,1321,212,141,4,6,228,0,5,0,222,49
4,4454,2327,1320,210,171,4,6,231,0,9,0,199,326
4,4455,2109,1050,636,84,4,3,216,0,20,0,250,117
4,4456,2202,591,854,54,6,10,141,107,35,180,197,39
4,4457,2118,547,819,49,6,10,155,23,32,30,217,51
4,4458,2105,543,815,82,4,10,172,0,26,0,211,40
4,4459,2130,543,811,196,6,10,180,57,35,95,111,323
4,4460,2143,547,812,195,6,10,176,76,36,124,107,324
4,4461,2170,560,819,196,6,10,179,104,36,175,110,323
4,4462,2182,569,824,184,6,10,179,127,34,201,123,330
4,4463,2081,218,819,116,4,1,218,0,11,0,232,69
1,4464,2973,1339,3271,121,1,22,237,41,17,134,240,150
3,4465,2866,1668,1406,180,5,23,230,-14,11,153,190,317
3,4466,2888,1749,1489,175,5,23,226,8,12,30,191,328
3,4467,2892,1761,1495,175,5,23,229,9,10,30,194,324
3,4468,2895,1773,1500,176,5,23,232,8,9,42,196,317
3,4469,2901,1798,1513,162,5,32,235,15,4,67,211,332
3,4470,2866,1956,1318,105,5,13,228,91,17,283,246,130
3,4471,2808,2058,1189,83,5,13,217,42,22,134,251,121
3,4472,2873,1950,1189,152,1,23,219,46,11,90,204,1
4,4473,2270,700,547,141,3,10,187,27,24,60,178,1
4,4474,2229,849,342,165,4,14,217,0,14,0,190,344
4,4475,2297,1146,175,144,3,10,187,92,25,300,174,358
4,4476,2263,1350,541,233,6,2,242,30,32,60,135,250
4,4477,2286,1350,592,158,3,2,231,69,5,134,211,352
4,4478,2276,1350,624,86,3,2,188,63,22,108,225,52
4,4479,2343,1082,1320,181,3,10,187,199,30,300,137,332
4,4480,2396,808,1544,133,4,6,220,199,9,433,221,41
4,4481,2390,824,1549,97,4,6,212,193,16,408,241,86
4,4482,2379,841,1523,81,4,6,209,182,19,384,248,98
4,4483,2356,876,1473,81,4,6,215,159,21,339,251,117
4,4484,2346,895,1448,73,4,3,211,152,24,319,252,118
4,4485,2333,914,1423,60,4,3,204,139,26,297,254,115
4,4486,2319,932,1398,64,4,3,207,125,26,277,253,119
4,4487,2285,984,1326,76,4,3,211,92,22,212,252,114
4,4488,2274,1003,1302,69,4,3,205,87,23,192,252,106
4,4489,2261,1022,1279,46,4,3,189,74,28,170,252,98
4,4490,2224,1082,1211,133,4,3,243,43,22,108,230,170
4,4491,2224,1103,1189,109,4,3,233,43,28,85,234,162
4,4492,2215,1124,1167,78,4,3,218,35,32,67,243,148
4,4493,2205,1146,1146,70,4,3,214,25,31,42,247,141
4,4494,2192,1167,1124,75,4,3,216,11,28,30,249,138
4,4495,2181,1189,1104,93,4,3,225,0,22,0,248,135
4,4496,2169,1233,1064,150,4,4,234,-13,2,30,221,53
4,4497,2331,1353,247,146,4,6,236,0,3,0,225,117
4,4498,2365,1350,283,174,6,10,204,40,22,108,167,337
4,4499,2167,1356,324,100,3,3,219,33,15,190,244,102
4,4500,2104,1065,626,111,4,3,227,0,13,0,242,116
4,4501,2108,990,713,187,6,10,229,4,14,67,182,312
4,4502,2156,872,859,217,6,10,222,68,25,134,141,298
4,4503,2183,828,918,215,6,10,211,95,28,170,131,305
4,4504,2219,618,882,49,6,10,143,124,35,180,203,43
4,4505,2118,573,845,79,4,10,165,0,28,0,205,36
4,4506,2208,607,859,163,6,10,176,153,31,242,141,343
4,4507,2200,547,892,118,6,10,170,9,28,234,178,11
4,4508,2105,285,886,78,6,1,180,10,24,30,223,50
4,4509,2095,256,859,97,4,1,188,0,21,0,217,41
1,4510,3075,2758,3918,79,1,22,204,0,20,0,246,91
1,4511,3045,633,1240,169,2,30,214,231,17,631,183,340
3,4512,2851,1590,1237,180,5,23,221,13,15,30,181,326
3,4513,2857,1622,1295,166,5,32,224,19,11,90,197,340
3,4514,2862,1657,1354,177,5,32,228,24,12,150,190,323
3,4515,2874,1710,1441,170,5,32,228,-6,9,134,198,332
3,4516,2888,1756,1451,176,5,32,225,9,13,60,188,327
3,4517,2898,1800,1471,169,5,32,233,15,7,67,203,324
3,4518,2898,1865,1509,145,5,32,226,7,6,150,217,27
3,4519,2897,1878,1500,148,5,32,225,6,7,175,214,15
3,4520,2893,1906,1452,126,5,32,222,2,9,228,229,65
3,4521,2861,1981,1338,96,5,13,220,83,17,268,247,112
3,4522,2813,2065,1231,80,5,13,215,44,22,150,251,118
3,4523,2771,2293,1020,192,2,31,222,10,18,108,169,315
3,4524,2862,2640,908,124,1,31,213,20,12,420,222,43
4,4525,2290,162,426,163,4,11,249,1,10,30,219,193
4,4526,2297,212,474,152,4,11,247,9,13,30,225,179
4,4527,2295,234,499,131,4,11,239,5,12,30,236,148
4,4528,2290,255,510,136,4,11,236,0,7,0,232,127
4,4529,2325,446,564,152,3,10,219,50,11,175,204,1
4,4530,2231,828,395,118,4,14,229,0,11,0,240,114
4,4531,2314,1008,108,214,3,10,213,103,28,212,134,305
4,4532,2401,1552,663,158,3,6,218,159,13,485,198,352
4,4533,2401,1571,752,132,3,6,219,159,10,402,221,41
4,4534,2276,1380,591,189,6,2,249,43,11,120,197,244
4,4535,2204,1385,743,112,4,17,226,2,12,30,241,110
4,4536,2202,1388,764,184,4,17,237,0,10,0,193,299
4,4537,2232,1434,949,77,4,17,218,0,29,0,248,141
4,4538,2152,752,1556,167,4,16,231,0,7,0,203,331
4,4539,2180,663,1601,183,3,10,235,42,10,201,192,306
4,4540,2203,660,1589,228,3,10,240,65,26,256,146,267
4,4541,2375,816,1539,80,4,6,212,178,21,366,250,109
4,4542,2339,872,1465,71,4,3,209,142,23,297,252,114
4,4543,2328,890,1440,61,4,3,203,134,26,277,253,112
4,4544,2311,907,1416,59,4,3,202,117,26,255,253,111
4,4545,2289,942,1368,75,4,3,213,96,23,216,252,120
4,4546,2278,960,1345,78,4,3,215,85,23,192,251,123
4,4547,2268,979,1321,73,4,3,213,75,24,170,252,122
4,4548,2241,1019,1276,47,4,3,193,54,28,127,253,105
4,4549,2224,1040,1253,68,4,3,206,40,24,108,252,110
4,4550,2214,1061,1231,99,4,3,228,30,21,85,246,139
4,4551,2208,1082,1209,99,4,3,229,27,26,67,242,151
4,4552,2190,1124,1167,91,4,3,225,10,25,30,247,142
4,4553,2180,1146,1146,108,4,3,230,0,17,0,245,133
4,4554,2176,1214,1087,167,4,4,224,4,11,42,196,339
4,4555,2380,1383,825,212,3,10,222,42,24,134,147,300
4,4556,2368,1452,499,153,3,6,212,23,15,255,196,357
4,4557,2337,1388,295,108,3,6,220,8,13,30,240,95
4,4558,2329,1385,285,134,4,6,230,0,6,0,230,90
4,4559,2383,1401,335,119,3,10,197,74,19,277,209,27
4,4560,2104,1082,618,145,4,14,228,0,6,0,219,31
4,4561,2151,914,824,211,6,10,213,62,27,150,138,307
4,4562,2177,870,883,219,6,10,216,89,28,175,131,300
4,4563,2207,828,942,215,6,10,205,119,31,212,123,307
4,4564,2211,636,902,22,6,10,138,29,37,150,217,57
4,4565,2131,603,875,82,4,10,170,0,27,0,208,38
4,4566,2149,601,870,207,6,10,186,54,35,90,107,316
1,4567,2942,1271,3195,101,1,22,227,14,19,42,247,131
3,4568,2850,1585,1187,153,5,31,218,4,12,30,202,359
3,4569,2888,1774,1418,188,5,32,229,9,14,95,180,311
3,4570,2903,1865,1463,156,5,32,230,19,5,134,212,0
3,4571,2902,1892,1480,151,5,32,225,11,8,170,211,7
3,4572,2889,1947,1448,109,5,32,211,-1,14,268,232,63
3,4573,2883,1961,1425,109,5,32,214,-7,13,295,235,72
4,4574,2291,127,361,133,4,11,229,0,6,0,229,84
4,4575,2289,150,384,145,4,11,229,0,5,0,220,41
4,4576,2288,175,408,154,4,11,235,0,2,0,218,23
4,4577,2288,201,433,157,4,11,242,0,4,0,220,184
4,4578,2287,255,484,150,4,11,242,0,6,0,226,163
4,4579,2328,417,569,169,3,10,228,49,10,153,197,333
4,4580,2331,553,649,157,3,10,209,84,17,228,188,351
4,4581,2238,828,421,75,4,14,207,0,21,0,250,102
4,4582,2225,850,391,154,4,10,232,0,3,0,216,8
4,4583,2346,1106,42,131,3,10,194,134,21,319,194,12
4,4584,2346,1242,242,190,3,10,188,156,31,360,129,326
4,4585,2408,1556,691,146,3,6,218,166,11,446,208,10
4,4586,2238,1418,571,102,4,1,229,8,20,30,246,139
4,4587,2230,1415,573,132,4,1,234,0,8,0,234,120
4,4588,2223,1455,942,96,4,17,226,0,32,0,235,158
4,4589,2217,1463,966,118,4,17,237,0,21,0,238,156
4,4590,2157,741,1513,106,4,1,214,0,14,0,236,76
4,4591,2158,726,1533,196,4,16,223,0,19,0,166,311
4,4592,2208,674,1613,176,3,10,185,48,30,85,140,335
4,4593,2271,631,1600,234,3,10,233,133,29,379,132,273
4,4594,2397,726,1597,162,4,6,246,200,7,457,219,196
4,4595,2396,741,1600,131,4,6,239,199,12,430,236,149
4,4596,2372,792,1556,89,4,6,218,175,19,350,249,116
4,4597,2334,849,1482,66,4,3,203,137,23,277,251,104
4,4598,2295,900,1410,62,4,3,202,101,25,212,253,107
4,4599,2247,977,1318,65,4,3,209,54,28,127,253,127
4,4600,2234,997,1296,59,4,3,205,47,28,108,254,121
4,4601,2221,1018,1273,60,4,3,204,34,27,85,254,117
4,4602,2206,1040,1252,75,4,3,214,22,24,67,252,123
4,4603,2195,1061,1230,94,4,3,225,11,21,42,248,134
4,4604,2188,1082,1209,106,4,3,230,7,18,30,245,136
4,4605,2181,1104,1189,124,4,3,234,0,11,0,238,130
4,4606,2180,1126,1168,145,4,4,233,0,3,0,223,69
4,4607,2180,1149,1149,149,4,4,225,0,7,30,213,14
4,4608,2179,1172,1129,161,4,4,224,3,10,42,201,348
4,4609,2387,1353,836,210,3,10,233,49,20,124,160,291
4,4610,2399,1377,671,98,3,6,202,61,17,301,231,59
4,4611,2336,1418,323,126,4,6,222,0,9,0,229,65
4,4612,2332,1415,313,143,4,6,217,0,11,0,210,15
4,4613,2334,1413,306,165,6,16,218,5,14,30,190,343
4,4614,2398,1413,366,174,6,10,202,73,23,192,164,337
4,4615,2392,1430,323,104,3,10,188,81,21,297,211,34
4,4616,2312,1471,170,52,3,10,173,132,28,297,234,67
4,4617,2261,1510,120,89,3,10,191,81,21,228,226,52
4,4618,2106,1123,582,156,4,3,231,0,5,0,213,0
4,4619,2111,1099,612,172,6,14,223,4,13,30,191,333
4,4620,2233,830,967,215,6,10,206,145,30,255,124,307
4,4621,2141,633,904,83,4,10,180,0,24,0,219,46
4,4622,2194,636,902,210,6,10,197,105,32,150,118,312
4,4623,2242,664,918,166,6,10,184,180,29,268,149,342
4,4624,2122,309,882,80,4,1,180,0,24,0,221,49
4,4625,2121,192,765,209,6,10,231,40,20,108,160,294
1,4626,2995,2236,4155,139,1,23,226,0,6,30,223,48
3,4627,2923,1385,700,138,2,31,218,25,10,170,215,26
3,4628,2858,1626,1224,174,5,23,227,0,11,0,192,327
3,4629,2883,1776,1383,173,2,32,227,4,11,150,193,329
4,4630,2298,108,297,121,4,11,230,0,11,0,238,117
4,4631,2237,849,420,107,4,10,216,0,13,0,237,81
4,4632,2256,912,330,193,3,10,207,25,25,67,149,322
4,4633,2238,1455,601,144,4,1,246,4,17,30,228,173
4,4634,2234,1451,600,132,4,1,240,0,12,0,236,151
4,4635,2298,1440,671,146,6,2,221,65,9,180,212,15
4,4636,2232,1465,892,110,4,1,230,0,34,0,223,169
4,4637,2212,1477,937,104,4,17,231,0,24,0,242,151
4,4638,2208,1452,984,183,3,10,236,-14,10,30,193,301
4,4639,2268,1360,1082,216,3,10,175,39,41,124,81,311
4,4640,2393,1188,1159,158,3,10,193,211,24,323,168,349
4,4641,2159,716,1490,145,4,16,227,0,6,0,218,29
4,4642,2292,603,1627,233,3,10,226,154,30,418,125,282
4,4643,2346,626,1620,215,3,10,228,208,22,532,151,293
4,4644,2389,716,1630,121,4,6,236,192,16,418,240,146
4,4645,2382,732,1622,99,4,6,227,185,20,390,247,134
4,4646,2374,750,1598,96,4,6,225,177,20,362,248,131
4,4647,2357,787,1548,78,4,3,214,160,23,309,252,120
4,4648,2292,876,1429,58,4,3,201,98,26,192,253,109
4,4649,2263,914,1383,63,4,3,204,69,25,150,253,111
4,4650,2236,955,1338,62,4,3,206,43,26,108,254,118
4,4651,2225,976,1316,66,4,3,209,32,26,85,253,122
4,4652,2212,997,1294,69,4,3,210,25,25,67,253,119
4,4653,2200,1018,1273,76,4,3,211,13,22,42,251,113
4,4654,2190,1040,1252,97,4,3,221,6,17,30,247,114
4,4655,2184,1062,1231,126,4,3,231,0,9,0,236,116
4,4656,2184,1129,1172,159,4,4,225,4,9,42,204,351
4,4657,2189,1176,1134,178,3,10,218,13,17,85,178,330
4,4658,2225,1239,1050,186,3,10,222,37,17,190,175,321
4,4659,2399,1347,685,110,3,6,214,61,13,300,234,71
4,4660,2381,1385,558,128,3,6,225,35,8,234,230,73
4,4661,2342,1448,351,160,4,6,231,0,6,0,209,348
4,4662,2411,1451,371,133,3,10,189,100,23,277,187,7
4,4663,2318,1500,150,58,3,10,176,138,27,277,233,64
4,4664,2237,1503,175,104,3,10,217,86,14,162,240,89
4,4665,2116,1190,518,134,4,3,226,4,7,30,226,62
4,4666,2116,1116,607,185,6,10,226,10,15,30,180,318
4,4667,2256,834,994,216,6,10,207,8,30,255,124,306
4,4668,2268,816,1024,191,6,10,194,20,29,234,136,325
4,4669,2145,661,932,179,6,10,218,4,17,30,178,329
4,4670,2218,671,934,218,6,10,211,129,30,180,126,303
1,4671,2964,497,907,85,2,29,210,157,19,480,246,96
3,4672,2907,1907,1397,154,5,32,232,27,4,175,215,7
3,4673,2870,2043,1421,79,5,13,208,90,20,268,249,100
3,4674,2778,2173,1260,109,5,13,222,3,13,42,241,100
4,4675,2301,108,255,121,4,11,231,0,11,0,239,119
4,4676,2328,382,569,175,3,10,208,38,20,108,170,335
4,4677,2242,850,451,109,4,14,223,0,13,0,242,105
4,4678,2296,968,242,192,3,10,212,69,23,150,156,321
4,4679,2325,997,153,203,3,10,212,103,25,212,145,313
4,4680,2364,1107,95,129,3,10,169,152,30,404,166,3
4,4681,2423,1495,661,134,3,6,220,181,9,459,221,39
4,4682,2231,1489,633,163,4,1,240,-1,2,30,215,243
4,4683,2233,1485,631,168,4,17,230,0,8,0,201,332
4,4684,2286,1470,674,221,6,2,239,55,22,134,154,274
4,4685,2207,1485,870,143,4,1,244,0,29,0,214,183
4,4686,2212,1495,912,149,4,17,248,0,22,0,220,182
4,4687,2162,691,1468,177,4,16,234,0,9,0,196,311
4,4688,2385,674,1657,137,4,6,240,188,10,437,234,149
4,4689,2374,708,1639,95,4,6,224,177,20,379,248,131
4,4690,2358,745,1590,92,4,3,224,161,22,323,248,136
4,4691,2337,782,1542,71,4,3,212,140,26,268,252,127
4,4692,2312,816,1495,61,4,3,206,115,27,216,253,122
4,4693,2286,853,1448,61,4,3,206,89,27,170,254,120
4,4694,2233,933,1358,51,4,3,199,40,28,95,254,114
4,4695,2217,955,1337,67,4,3,209,24,25,67,253,120
4,4696,2207,976,1315,85,4,3,218,14,21,42,250,121
4,4697,2184,1064,1233,165,4,4,233,0,6,30,207,332
4,4698,2187,1087,1214,169,4,4,232,6,7,42,202,326
4,4699,2189,1110,1195,170,4,4,229,8,9,67,199,330
4,4700,2284,1304,947,134,3,10,189,0,23,0,186,7
4,4701,2338,1463,402,131,4,6,236,0,9,30,235,133
4,4702,2187,1410,277,60,3,3,205,45,27,85,254,120
4,4703,2120,1256,454,121,4,3,228,3,10,30,237,104
4,4704,2117,1207,514,152,4,3,223,0,9,0,208,3
4,4705,2118,1182,543,150,4,14,216,0,12,0,203,3
4,4706,2120,1134,603,189,6,10,226,8,16,42,176,314
4,4707,2177,976,812,176,6,10,211,73,19,228,172,333
4,4708,2246,876,962,227,6,10,211,-1,32,258,116,297
4,4709,2224,700,964,230,6,10,223,129,29,180,127,287
4,4710,2256,713,972,213,6,10,216,177,26,240,138,304
4,4711,2274,664,983,174,6,10,196,58,25,247,156,337
1,4712,3276,3636,3529,124,7,38,217,11,11,150,226,52
1,4713,3095,2777,4011,89,1,22,189,1,21,42,224,50
1,4714,3087,495,1852,101,1,30,158,216,32,495,177,17
3,4715,2911,1972,1395,152,5,32,239,24,2,242,222,151
3,4716,2794,2163,1321,94,5,13,217,19,17,90,246,104
4,4717,2303,108,212,125,4,11,233,0,10,0,238,124
4,4718,2300,127,234,158,4,10,232,0,5,0,212,351
4,4719,2332,350,503,158,3,10,177,44,30,95,147,346
4,4720,2274,799,543,51,3,4,199,27,28,60,254,114
4,4721,2247,849,484,96,4,10,218,0,16,0,246,106
4,4722,2297,931,277,203,3,10,220,66,22,150,155,309
4,4723,2197,1505,834,136,4,17,227,0,6,0,225,61
4,4724,2195,1515,892,158,4,17,241,-16,3,30,219,189
4,4725,2298,1345,1082,219,3,10,191,81,37,127,99,308
4,4726,2417,1103,1113,150,3,6,210,235,15,402,196,0
4,4727,2394,1019,1148,134,3,6,208,238,15,446,208,20
4,4728,2385,633,1684,164,4,6,245,188,5,459,217,207
4,4729,2357,703,1632,85,4,3,220,160,23,342,250,129
4,4730,2339,741,1584,81,4,3,219,142,25,285,250,134
4,4731,2316,774,1537,67,4,3,211,119,27,228,253,126
4,4732,2303,792,1513,61,4,3,207,106,28,201,253,123
4,4733,2290,811,1490,59,4,3,206,93,29,175,253,125
4,4734,2277,830,1468,59,4,3,207,80,29,150,253,128
4,4735,2251,870,1423,66,4,3,211,57,29,108,251,131
4,4736,2239,891,1401,56,4,3,205,45,30,85,252,128
4,4737,2223,912,1379,50,4,3,201,29,31,67,253,125
4,4738,2200,955,1337,100,4,3,226,7,19,30,247,131
4,4739,2186,999,1296,132,4,4,229,0,7,0,230,86
4,4740,2186,1022,1276,159,4,4,229,0,6,30,209,351
4,4741,2192,1092,1218,177,4,10,230,11,11,85,192,320
4,4742,2234,1176,1116,187,3,10,207,62,23,212,156,326
4,4743,2308,1233,1006,215,3,10,213,16,28,90,132,304
4,4744,2341,1422,443,118,3,6,227,4,11,30,238,105
4,4745,2337,1437,430,149,4,6,233,0,3,0,221,52
4,4746,2338,1451,418,177,6,16,234,0,9,0,196,311
4,4747,2366,1501,391,189,6,10,214,30,21,108,162,322
4,4748,2127,1298,421,119,4,3,224,0,10,0,235,87
4,4749,2123,1249,481,156,4,14,212,0,15,0,193,354
4,4750,2127,1200,541,147,4,14,210,0,15,0,199,4
4,4751,2137,1129,631,217,6,10,217,25,27,85,136,301
4,4752,2258,769,1034,55,6,4,202,36,28,85,254,118
4,4753,2182,730,1001,64,4,4,197,0,23,0,249,93
4,4754,2172,726,997,80,4,10,187,0,22,0,229,57
4,4755,2163,722,994,126,6,10,189,0,22,0,193,14
4,4756,2264,731,1001,217,6,10,213,175,28,240,131,302
4,4757,2191,433,912,32,4,1,155,0,33,0,229,64
4,4758,2164,384,860,96,6,10,169,0,28,30,196,27
1,4759,3283,3670,3542,128,7,38,228,18,8,124,233,92
1,4760,2962,1622,3544,144,1,23,241,0,7,30,229,153
1,4761,3145,514,2084,195,7,30,168,149,39,330,97,324
1,4762,3029,664,1084,107,2,29,224,229,14,655,244,113
1,4763,2848,120,819,77,2,29,204,43,20,95,247,92
3,4764,2938,1397,558,156,2,31,224,15,9,120,205,356
